announced,body_type,camera_name,sensor_size,dp_score,n_had,n_own,n_want,price_high,price_low,questions,reviewed_date,user_review_count,user_score
"Jun 15, 1999
 ",Large SLR,Nikon D1,APS-C (23.7 x 15.5 mm),,63,29,2,,,44 questions asked,"Reviewed Nov 27, 2000",48,4.24583
"Feb 21, 2002
 ",Mid-size SLR,Nikon D100,APS-C (23.7 x 15.5 mm),,260,122,4,,,25 questions asked,"Reviewed Jul 29, 2002",209,4.46699
"Feb 5, 2001
 ",Large SLR,Nikon D1H,APS-C (23.7 x 15.5 mm),,32,18,0,,,5 questions asked,"Reviewed Sep 19, 2001",23,4.47391
"Feb 5, 2001
 ",Large SLR,Nikon D1X,APS-C (23.7 x 15.5 mm),,91,60,4,,,9 questions asked,"Reviewed Jul 1, 2001",87,4.50517
"Nov 1, 2005
 ",Mid-size SLR,Nikon D200,APS-C (23.6 x 15.8 mm),,785,668,8,"$1,799.00 ",$999.99 ,203 questions asked,"Reviewed Feb 23, 2006",289,4.71834
"Jul 22, 2003
 ",Large SLR,Nikon D2H,APS-C (23.7 x 15.5 mm),,104,56,2,,,12 questions asked,"Reviewed Dec 19, 2003",42,4.65
"Feb 16, 2005
 ",Large SLR,Nikon D2Hs,APS-C (23.7 x 15.5 mm),,34,35,2,,,1 question asked,,25,4.415
"Sep 16, 2004
 ",Large SLR,Nikon D2X,APS-C (23.7 x 15.7 mm),,187,153,1,,,45 questions asked,"Reviewed Jun 1, 2005",65,4.77
"Jun 1, 2006
 ",Large SLR,Nikon D2Xs,APS-C (23.7 x 15.7 mm),,44,35,6,,,7 questions asked,,20,4.665
"Aug 23, 2007
 ",Large SLR,Nikon D3,Full frame (36 x 23.9 mm),,206,313,25,,,113 questions asked,"Reviewed Apr 18, 2008",59,4.48717
"Aug 23, 2007
 ",Mid-size SLR,Nikon D300,APS-C (23.6 x 15.8 mm),,748,1024,12,,,466 questions asked,"Reviewed Mar 12, 2008",206,4.51796
"Jul 30, 2009
 ",Compact SLR,Nikon D3000,APS-C (23.6 x 15.8 mm),72%,111,131,0,$579.00 ,$400.00 ,81 questions asked,"Reviewed Dec 11, 2009",20,4.71
"Jul 30, 2009
 ",Mid-size SLR,Nikon D300S,APS-C (23.6 x 15.8 mm),82%,238,417,20,"$2,499.99 ","$1,337.29 ",205 questions asked,"Reviewed Nov 16, 2009",33,4.51515
"Aug 19, 2010
 ",Compact SLR,Nikon D3100,APS-C (23.1 x 15.4 mm),72%,245,501,28,$539.00 ,$444.99 ,345 questions asked,"Reviewed Dec 21, 2010",11,4.09091
"Apr 19, 2012
 ",Compact SLR,Nikon D3200,APS-C (23.2 x 15.4 mm),73%,157,500,55,$946.90 ,$399.00 ,524 questions asked,"Reviewed Jul 26, 2012",11,4.27273
"Jan 7, 2014
 ",Compact SLR,Nikon D3300,APS-C (23.5 x 15.6 mm),77%,81,363,65,$669.90 ,$356.00 ,430 questions asked,"Reviewed Apr 21, 2014",10,3.99167
"Aug 17, 2016
 ",Compact SLR,Nikon D3400,APS-C (23.5 x 15.6 mm),76%,7,38,8,$596.95 ,$496.95 ,38 questions asked,"Reviewed Oct 17, 2016",3,4
"Oct 14, 2009
 ",Large SLR,Nikon D3S,Full frame (36 x 23.9 mm),89%,133,302,84,,,119 questions asked,"Reviewed Feb 16, 2010",32,4.45781
"Dec 1, 2008
 ",Large SLR,Nikon D3X,Full frame (35.9 x 24 mm),86%,36,74,63,,,29 questions asked,"Reviewed Feb 19, 2009",20,4.33
"Jan 6, 2012
 ",Large SLR,Nikon D4,Full frame (36 x 23.9 mm),,77,386,230,,,189 questions asked,,10,4.65
"Nov 16, 2006
 ",Compact SLR,Nikon D40,APS-C (23.7 x 15.5 mm),,385,285,7,,,189 questions asked,"Reviewed Dec 20, 2006",145,4.6108
"Mar 6, 2007
 ",Compact SLR,Nikon D40X,APS-C (23.7 x 15.6 mm),,114,84,3,"$1,399.00 ",$499.00 ,41 questions asked,"Reviewed May 27, 2007",70,4.63429
"Feb 25, 2014
 ",Large SLR,Nikon D4S,Full frame (36 x 23.9 mm),,66,206,214,,,97 questions asked,"Reviewed Feb 25, 2014",2,4.75
"Jan 5, 2016
 ",Large SLR,Nikon D5,Full frame (35.9 x 23.9 mm),89%,72,210,467,,,91 questions asked,"Reviewed Jun 1, 2016",2,5
"Apr 20, 2005
 ",Mid-size SLR,Nikon D50,APS-C (23.7 x 15.5 mm),,352,211,2,,,103 questions asked,"Reviewed Jul 23, 2005",236,4.70989
"Jan 5, 2016
 ",Mid-size SLR,Nikon D500,APS-C (23.5 x 15.7 mm),91%,149,1036,1010,"$3,999.00 ","$1,996.95 ",457 questions asked,"Reviewed May 25, 2016",19,4.79422
"Apr 14, 2009
 ",Compact SLR,Nikon D5000,APS-C (23.6 x 15.8 mm),75%,243,299,2,,,184 questions asked,"Reviewed Jun 12, 2009",55,4.37662
"Apr 5, 2011
 ",Compact SLR,Nikon D5100,APS-C (23.6 x 15.7 mm),76%,358,1056,70,,,793 questions asked,"Reviewed Apr 26, 2011",26,4.33042
"Nov 6, 2012
 ",Compact SLR,Nikon D5200,APS-C (23.5 x 15.6 mm),79%,135,492,63,"$1,119.95 ",$367.98 ,608 questions asked,"Reviewed May 16, 2013",16,4.14062
"Oct 17, 2013
 ",Compact SLR,Nikon D5300,APS-C (23.5 x 15.6 mm),79%,117,470,126,$929.99 ,$448.00 ,498 questions asked,"Reviewed Feb 12, 2014",10,4.20714
"Jan 6, 2015
 ",Compact SLR,Nikon D5500,APS-C (23.5 x 15.6 mm),79%,72,325,124,"$1,396.95 ",$596.95 ,305 questions asked,"Reviewed Apr 2, 2015",4,4.5
"Nov 10, 2016
 ",Compact SLR,Nikon D5600,APS-C (23.5 x 15.6 mm),79%,9,34,26,$996.95 ,$696.95 ,35 questions asked,"Reviewed Mar 1, 2017",1,4
"Jan 29, 2008
 ",Compact SLR,Nikon D60,APS-C (23.6 x 15.8 mm),,215,129,2,,,12 questions asked,"Reviewed Mar 19, 2008",71,4.48873
"Sep 13, 2012
 ",Mid-size SLR,Nikon D600,Full frame (35.9 x 24 mm),87%,312,1027,140,,,892 questions asked,"Reviewed Nov 13, 2012",47,4.2062
"Oct 8, 2013
 ",Mid-size SLR,Nikon D610,Full frame (35.9 x 24 mm),87%,177,741,241,"$2,671.90 ","$1,496.95 ",518 questions asked,"Reviewed Mar 12, 2014",10,4.4
"Jan 28, 2004
 ",Mid-size SLR,Nikon D70,APS-C (23.7 x 15.5 mm),,755,371,6,,,138 questions asked,"Reviewed Apr 5, 2004",386,4.64171
"Jul 1, 2008
 ",Mid-size SLR,Nikon D700,Full frame (36 x 24 mm),,703,1234,109,,,492 questions asked,"Reviewed Oct 7, 2008",72,4.61131
"Sep 15, 2010
 ",Mid-size SLR,Nikon D7000,APS-C (23.6 x 15.7 mm),80%,877,2238,189,"$1,246.99 ",$669.99 ,1393 questions asked,"Reviewed Dec 1, 2010",49,4.08873
"Apr 20, 2005
 ",Mid-size SLR,Nikon D70s,APS-C (23.7 x 15.5 mm),,283,146,3,,,47 questions asked,,144,4.53194
"Feb 21, 2013
 ",Mid-size SLR,Nikon D7100,APS-C (23.5 x 15.6 mm),85%,386,1975,326,"$1,726.95 ",$599.95 ,1519 questions asked,"Reviewed Apr 26, 2013",32,4.36121
"Mar 2, 2015
 ",Mid-size SLR,Nikon D7200,APS-C (23.5 x 15.6 mm),84%,126,902,301,"$1,896.90 ",$785.00 ,579 questions asked,"Reviewed Jun 3, 2015",12,4.51961
"Sep 12, 2014
 ",Mid-size SLR,Nikon D750,Full frame (35.9 x 24 mm),90%,256,2114,907,"$3,895.00 ","$1,996.95 ",1142 questions asked,"Reviewed Dec 20, 2014",33,4.75
"Apr 12, 2017
 ",Mid-size SLR,Nikon D7500,APS-C (23.5 x 15.7 mm),86%,19,37,121,"$1,749.99 ","$1,249.99 ",24 questions asked,"Reviewed Jul 5, 2017",,
"Aug 9, 2006
 ",Mid-size SLR,Nikon D80,APS-C (23.6 x 15.8 mm),,607,474,9,$799.95 ,$496.45 ,199 questions asked,"Reviewed Sep 23, 2006",175,4.55794
"Feb 7, 2012
 ",Mid-size SLR,Nikon D800,Full frame (35.9 x 24 mm),82%,358,1837,385,,,1120 questions asked,"Reviewed Jun 11, 2012",20,4.555
"Feb 7, 2012
 ",Mid-size SLR,Nikon D800E,Full frame (35.9 x 24 mm),84%,133,610,210,,,286 questions asked,"Reviewed Jun 11, 2012",12,4.54861
"Jun 26, 2014
 ",Mid-size SLR,Nikon D810,Full frame (35.9 x 24 mm),86%,193,1428,756,"$5,193.90 ","$2,796.95 ",637 questions asked,"Reviewed May 12, 2016",26,4.8982
"Feb 10, 2015
 ",Mid-size SLR,Nikon D810A,Full frame (35.9 x 24 mm),,13,21,119,"$5,193.90 ","$2,796.95 ",4 questions asked,,,
7/25/2017,Large SLR,Nikon D850,,,7,5,92,,,2 questions asked,,,
"Aug 27, 2008
 ",Mid-size SLR,Nikon D90,APS-C (23.6 x 15.8 mm),,887,1184,43,,,685 questions asked,"Reviewed Oct 13, 2008",106,4.43057
"Nov 5, 2013
 ",Mid-size SLR,Nikon Df,Full frame (36 x 23.9 mm),81%,126,349,407,"$3,296.95 ","$2,746.95 ",157 questions asked,"Reviewed Dec 20, 2013",21,4.25636
"Jun 30, 2015
 ",Compact,Olympus Air A01,Four Thirds (17.3 x 13 mm),,7,33,25,$499.00 ,$299.00 ,249 questions asked,,6,3.16667
"Mar 6, 2001
 ",Compact,Olympus C-1 (D-100),"1/3.2"" (4.544 x 3.408 mm)",,10,0,0,,,0 questions asked,,39,3.79487
"Sep 13, 2001
 ",Compact,Olympus C-2,"1/2.7"" (5.312 x 3.984 mm)",,3,1,0,,,1 question asked,,30,4.41333
"Feb 16, 1999
 ",Compact,Olympus C-2000 Zoom,"1/2"" (6.4 x 4.8 mm)",,21,5,0,,,0 questions asked,"Reviewed Aug 24, 1999",25,4.44
"Oct 19, 1999
 ",Compact,Olympus C-2020 Zoom,"1/2"" (6.4 x 4.8 mm)",,26,10,0,,,0 questions asked,,33,4.12121
"Nov 21, 2000
 ",Compact,Olympus C-2040 Zoom,"1/2"" (6.4 x 4.8 mm)",,13,5,0,,,0 questions asked,,87,4.25172
"Jun 28, 1999
 ",Compact,Olympus C-21,"1/2"" (6.4 x 4.8 mm)",,0,1,0,,,0 questions asked,,27,4.06667
"Jun 15, 2000
 ",Compact,Olympus C-2100 UZ,"1/2"" (6.4 x 4.8 mm)",,74,37,1,,,0 questions asked,"Reviewed Dec 4, 2000",224,4.54643
"Mar 18, 1999
 ",Compact,Olympus C-2500 L,"2/3"" (8.8 x 6.6 mm)",,25,6,1,,,0 questions asked,"Reviewed Dec 6, 1999",34,4.34118
"May 8, 2002
 ",Compact,Olympus C-300 Zoom,"1/2.5"" (5.744 x 4.308 mm)",,7,0,0,,,0 questions asked,,31,4.37419
"Apr 24, 2000
 ",Compact,Olympus C-3000 Zoom,"1/1.8"" (7.144 x 5.358 mm)",,20,5,0,,,0 questions asked,,103,4.23107
"Oct 15, 2001
 ",Compact,Olympus C-3020 Zoom,"1/1.8"" (7.144 x 5.358 mm)",,7,2,0,,,0 questions asked,,106,4.51038
"Jan 27, 2000
 ",Compact,Olympus C-3030 Zoom,"1/1.8"" (7.144 x 5.358 mm)",,28,3,0,,,0 questions asked,"Reviewed May 8, 2000",53,4.31321
"Nov 21, 2000
 ",Compact,Olympus C-3040 Zoom,"1/1.8"" (7.144 x 5.358 mm)",,31,9,2,,,0 questions asked,"Reviewed Apr 17, 2001",85,4.33176
"Jun 25, 2002
 ",Compact,Olympus C-4000 Zoom,"1/1.8"" (7.144 x 5.358 mm)",,23,8,0,,,0 questions asked,,88,4.41591
"Jun 20, 2001
 ",Compact,Olympus C-4040 Zoom,"1/1.8"" (7.144 x 5.358 mm)",,29,6,0,,,0 questions asked,,128,4.3875
"Sep 24, 2002
 ",Compact,Olympus C-50 Zoom,"1/1.8"" (7.144 x 5.358 mm)",,11,3,0,,,0 questions asked,"Reviewed Apr 26, 2003",55,4.35091
"Aug 29, 2003
 ",Compact,Olympus C-5000 Zoom,"1/1.8"" (7.144 x 5.358 mm)",,5,3,0,,,0 questions asked,,32,4.4125
"Aug 19, 2002
 ",Compact,Olympus C-5050 Zoom,"1/1.8"" (7.144 x 5.358 mm)",,69,32,0,,,1 question asked,"Reviewed Jan 16, 2003",161,4.58075
"Sep 29, 2003
 ",Compact,Olympus C-5060 Wide Zoom,"1/1.8"" (7.144 x 5.358 mm)",,42,22,0,,,0 questions asked,,125,4.6144
"Jan 5, 2005
 ",Compact,Olympus C-5500 Sport Zoom,"1/1.8"" (7.144 x 5.358 mm)",,4,0,0,,,0 questions asked,,13,4.45385
"Mar 18, 2004
 ",Compact,Olympus C-60 Zoom,"1/1.8"" (7.144 x 5.358 mm)",,4,2,0,,,0 questions asked,,25,4.408
"Mar 19, 2001
 ",Compact,Olympus C-700 UZ,"1/2.7"" (5.312 x 3.984 mm)",,17,3,0,,,0 questions asked,"Reviewed May 14, 2001",128,4.39766
"Sep 16, 2004
 ",Compact,Olympus C-7000 Zoom,"1/1.8"" (7.144 x 5.358 mm)",,14,2,0,,,0 questions asked,"Reviewed Dec 2, 2004",49,4.67143
"Jan 5, 2005
 ",Compact,Olympus C-7070 Wide Zoom,"1/1.8"" (7.144 x 5.358 mm)",,11,17,1,,,0 questions asked,,83,4.64699
"May 8, 2002
 ",Compact,Olympus C-720 UZ,"1/2.7"" (5.312 x 3.984 mm)",,12,4,1,,,1 question asked,,49,3.70612
"Sep 12, 2002
 ",Compact,Olympus C-730 UZ,"1/2.7"" (5.312 x 3.984 mm)",,7,2,0,,,0 questions asked,,82,4.10488
"Mar 2, 2003
 ",Compact,Olympus C-740 UZ,"1/2.5"" (5.744 x 4.308 mm)",,19,3,1,,,0 questions asked,,26,4.41923
"Mar 2, 2003
 ",Compact,Olympus C-750 UZ,"1/2.7"" (5.312 x 3.984 mm)",,27,5,0,,,0 questions asked,,111,4.43604
"Feb 12, 2004
 ",Compact,Olympus C-765 UZ,"1/2.5"" (5.744 x 4.308 mm)",,15,8,0,,,0 questions asked,,21,4.52857
"Feb 12, 2004
 ",Compact,Olympus C-770 UZ,"1/2.5"" (5.744 x 4.308 mm)",,19,12,1,,,0 questions asked,,40,4.5
"Feb 12, 2004
 ",Compact,Olympus C-8080 Wide Zoom,"2/3"" (8.8 x 6.6 mm)",,84,68,1,,,2 questions asked,"Reviewed Apr 20, 2004",192,4.55104
"May 8, 2001
 ",Compact,Olympus D-150Z (C-1Z),"1/3.2"" (4.544 x 3.408 mm)",,0,0,0,,,0 questions asked,,17,3.98235
"Sep 5, 1996
 ",,Olympus D-200L,,,3,0,0,,,0 questions asked,,3,3.36667
"Sep 5, 1996
 ",,Olympus D-300L,,,3,0,0,,,0 questions asked,,10,3.69
"Sep 28, 1998
 ",,Olympus D-340L,,,5,2,0,,,0 questions asked,,10,4.06
"Jan 2, 1999
 ",,Olympus D-340R,,,4,1,0,,,0 questions asked,,30,4.29333
"Feb 2, 2000
 ",,Olympus D-360L,,,10,0,0,,,0 questions asked,,49,4.07551
"Jun 5, 2001
 ",,Olympus D-370 (C-100),,,3,0,1,,,0 questions asked,,52,4.10962
"Mar 13, 2002
 ",Compact,Olympus D-380 (C-120),"1/3.2"" (4.544 x 3.408 mm)",,4,1,0,,,0 questions asked,,20,3.855
"Mar 2, 2003
 ",Compact,Olympus D-390 (C-150),"1/3.2"" (4.544 x 3.408 mm)",,1,0,0,,,0 questions asked,,12,4.2
"Mar 18, 2004
 ",Compact,Olympus D-395 (C-160),"1/2.7"" (5.312 x 3.984 mm)",,3,0,0,,,0 questions asked,,5,3.98
"Sep 2, 2001
 ",Compact,Olympus D-40 Zoom (C-40 Zoom),"1/1.8"" (7.144 x 5.358 mm)",,19,3,0,,,0 questions asked,"Reviewed Nov 20, 2001",103,4.23689
"Nov 2, 1998
 ",,Olympus D-400 Zoom (C900Z),,,15,1,0,,,0 questions asked,,15,3.84
"Jan 5, 2005
 ",Compact,Olympus D-425 (C-170),"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,2,4.6
"May 20, 2005
 ",Compact,Olympus D-435 (C-180),"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,1,4.4
"Jul 31, 1999
 ",Compact,Olympus D-450 Zoom (C920Z),"1/2.7"" (5.312 x 3.984 mm)",,9,0,0,,,0 questions asked,,25,4.216
"Feb 8, 2000
 ",,Olympus D-460 Zoom,,,5,0,0,,,0 questions asked,,36,4.36111
"Aug 1, 2000
 ",Compact,Olympus D-490 Zoom (C990Z),"1/2.7"" (5.312 x 3.984 mm)",,6,2,0,,,0 questions asked,,54,4.04259
"Sep 10, 1997
 ",,Olympus D-500L,,,7,0,0,,,0 questions asked,,10,3.79
"May 8, 2001
 ",Compact,Olympus D-510 Zoom (C-200 Zoom),"1/2.7"" (5.312 x 3.984 mm)",,8,3,0,,,0 questions asked,,57,4.21228
"Mar 13, 2002
 ",Compact,Olympus D-520 Zoom (C-220 Zoom),"1/3.2"" (4.544 x 3.408 mm)",,10,3,0,,,1 question asked,,1,3.4
"Sep 16, 2004
 ",Compact,Olympus D-535 Zoom (C-370 Zoom),"1/2.7"" (5.312 x 3.984 mm)",,2,0,0,,,0 questions asked,,10,3.9
"Feb 12, 2004
 ",Compact,Olympus D-540 Zoom (C-310 Zoom),"1/2.7"" (5.312 x 3.984 mm)",,8,1,0,,,0 questions asked,,16,4.1125
"Feb 17, 2005
 ",Compact,Olympus D-545 Zoom (C-480 Zoom),"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,0 questions asked,,5,4.64
"Mar 2, 2003
 ",Compact,Olympus D-560 Zoom (C-350 Zoom),"1/2.5"" (5.744 x 4.308 mm)",,10,3,0,,,0 questions asked,,32,3.88125
"Feb 12, 2004
 ",Compact,Olympus D-580 Zoom (C-460 Zoom),"1/2.7"" (5.312 x 3.984 mm)",,2,0,0,,,0 questions asked,,6,4.35
"Feb 17, 2005
 ",Compact,Olympus D-595 Zoom (C-500 Zoom),"1/2.5"" (5.744 x 4.308 mm)",,3,0,0,,,0 questions asked,,6,3.33333
"Sep 10, 1997
 ",,Olympus D-600L,,,13,2,0,,,0 questions asked,,21,3.86667
"Nov 2, 1998
 ",,Olympus D-620L (C1400XL),,,16,1,0,,,0 questions asked,,12,3.86667
"Feb 17, 2005
 ",Ultracompact,Olympus D-630 Zoom (FE-5500),"1/2.5"" (5.744 x 4.308 mm)",,2,0,0,,,0 questions asked,,1,3.7
"Jun 24, 2003
 ",Large SLR,Olympus E-1,Four Thirds (17.3 x 13 mm),,157,247,9,,,51 questions asked,"Reviewed Nov 29, 2003",163,4.77086
"Aug 22, 2000
 ",Compact,Olympus E-10,"2/3"" (8.8 x 6.6 mm)",,99,37,3,,,2 questions asked,"Reviewed Jan 16, 2001",193,4.41503
"Aug 22, 2000
 ",Compact,Olympus E-100 RS,"1/2"" (6.4 x 4.8 mm)",,20,5,1,,,1 question asked,,46,4.48913
"Sep 13, 2001
 ",Compact,Olympus E-20,"2/3"" (8.8 x 6.6 mm)",,50,16,3,,,0 questions asked,"Reviewed Oct 29, 2001",106,4.54811
"Oct 16, 2007
 ",Mid-size SLR,Olympus E-3,Four Thirds (17.3 x 13 mm),,185,226,4,,,145 questions asked,"Reviewed Feb 20, 2008",69,4.68406
"Nov 5, 2008
 ",Mid-size SLR,Olympus E-30,Four Thirds (17.3 x 13 mm),71%,100,153,4,,,35 questions asked,"Reviewed Mar 24, 2009",19,4.38947
"Sep 27, 2004
 ",Mid-size SLR,Olympus E-300 (EVOLT E-300),Four Thirds (17.3 x 13 mm),,85,50,2,,,3 questions asked,"Reviewed Jan 10, 2005",114,4.69211
"Jan 26, 2006
 ",Mid-size SLR,Olympus E-330 (EVOLT E-330),Four Thirds (17.3 x 13 mm),,68,58,2,,,1 question asked,"Reviewed Mar 18, 2006",37,4.71892
"Sep 14, 2006
 ",Compact SLR,Olympus E-400 (EVOLT E-400),,,29,14,2,,,8 questions asked,,23,4.42609
"Mar 5, 2007
 ",Compact SLR,Olympus E-410 (EVOLT E-410),Four Thirds (17.3 x 13 mm),,62,42,1,,,3 questions asked,"Reviewed Jun 14, 2007",24,4.57083
"Mar 5, 2008
 ",Compact SLR,Olympus E-420 (EVOLT E-420),Four Thirds (17.3 x 13 mm),,67,71,1,$999.00 ,$150.00 ,29 questions asked,"Reviewed Jun 23, 2008",39,4.56923
"Mar 31, 2009
 ",Compact SLR,Olympus E-450 (EVOLT E-450),Four Thirds (17.3 x 13 mm),,9,17,0,,,5 questions asked,,14,4.42143
"Sep 14, 2010
 ",Mid-size SLR,Olympus E-5,Four Thirds (17.3 x 13 mm),75%,93,215,33,,,214 questions asked,"Reviewed Feb 4, 2011",5,4.3
"Sep 26, 2005
 ",Mid-size SLR,Olympus E-500 (EVOLT E-500),Four Thirds (17.3 x 13 mm),,160,116,1,,,4 questions asked,"Reviewed Oct 21, 2005",118,4.68475
"Mar 5, 2007
 ",Mid-size SLR,Olympus E-510 (EVOLT E-510),Four Thirds (17.3 x 13 mm),,218,157,0,,,13 questions asked,"Reviewed Nov 23, 2007",97,4.57113
"May 13, 2008
 ",Compact SLR,Olympus E-520 (EVOLT E-520),Four Thirds (17.3 x 13 mm),,96,92,1,,,47 questions asked,"Reviewed Aug 20, 2008",38,4.48421
"Aug 30, 2009
 ",,Olympus E-600 (EVOLT E-600),,,13,16,0,,,6 questions asked,,,
"Feb 24, 2009
 ",Compact SLR,Olympus E-620 (EVOLT E-620),Four Thirds (17.3 x 13 mm),72%,120,167,3,$995.00 ,$799.00 ,69 questions asked,"Reviewed Jul 6, 2009",41,4.40732
"Aug 29, 2005
 ",Compact,Olympus FE-100 (X-705),"1/2.5"" (5.744 x 4.308 mm)",,3,1,0,,,0 questions asked,,1,3.2
"Aug 29, 2005
 ",Compact,Olympus FE-110 (X-710),"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,3,3.83333
"Jan 26, 2006
 ",Compact,Olympus FE-115,"1/2.5"" (5.744 x 4.308 mm)",,2,0,0,,,0 questions asked,,1,4.4
"Aug 29, 2005
 ",Compact,Olympus FE-120 (X-700),"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,2,4.8
"Jan 26, 2006
 ",Compact,Olympus FE-130,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Jan 26, 2006
 ",Compact,Olympus FE-140,"1/2.5"" (5.744 x 4.308 mm)",,1,1,0,,,0 questions asked,,3,3.83333
"Jan 26, 2006
 ",Compact,Olympus FE-150,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Aug 24, 2006
 ",Compact,Olympus FE-170,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,5,3.42
"Aug 24, 2006
 ",Compact,Olympus FE-180,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,0 questions asked,,2,3.15
"Aug 24, 2006
 ",Compact,Olympus FE-190,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,0 questions asked,,6,3.43333
"Aug 25, 2008
 ",Compact,Olympus FE-20 (C-25 / X-15),"1/2.35"" (5.76 x 4.32 mm)",,0,1,0,,,2 questions asked,,1,4.3
"Aug 24, 2006
 ",Compact,Olympus FE-200,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,2 questions asked,,3,3.6
"Jan 25, 2007
 ",Compact,Olympus FE-210,"1/2.5"" (5.744 x 4.308 mm)",,2,0,0,,,0 questions asked,,5,3.16
"Jan 25, 2007
 ",Ultracompact,Olympus FE-230,"1/2.5"" (5.744 x 4.308 mm)",,2,1,0,,,0 questions asked,,6,3.98333
"Jan 25, 2007
 ",Ultracompact,Olympus FE-240,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,2,4
"Jan 7, 2009
 ",Ultracompact,Olympus FE-25,,,0,1,0,,,0 questions asked,,,
"Jan 25, 2007
 ",Ultracompact,Olympus FE-250,"1/1.8"" (7.144 x 5.358 mm)",,0,0,0,,,0 questions asked,,3,3.9
"Aug 23, 2007
 ",Compact,Olympus FE-270,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,3,3.13333
"Aug 23, 2007
 ",Ultracompact,Olympus FE-280,"1/2.3"" (6.17 x 4.55 mm)",,2,1,0,,,0 questions asked,,3,3.76667
"Aug 23, 2007
 ",Ultracompact,Olympus FE-290,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Aug 23, 2007
 ",Ultracompact,Olympus FE-300,"1/1.72"" (7.4 x 5.55 mm)",,0,0,0,,,0 questions asked,,1,3.8
"Jan 7, 2009
 ",,Olympus FE-3000,,,0,0,0,,,0 questions asked,,,
"Jan 7, 2009
 ",,Olympus FE-3010,,,0,0,0,,,0 questions asked,,,
"Jan 22, 2008
 ",Compact,Olympus FE-310,"1/2.5"" (5.744 x 4.308 mm)",,2,1,0,$94.99 ,$79.95 ,0 questions asked,,2,3.65
"Jan 22, 2008
 ",Compact,Olympus FE-340 (C-560),"1/2.35"" (5.76 x 4.32 mm)",,2,1,0,$399.99 ,$349.99 ,0 questions asked,,5,4.22
"Jan 22, 2008
 ",Compact,Olympus FE-350,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,0 questions asked,,3,4
"Aug 19, 2008
 ",Compact,Olympus FE-360 (C-570 / X-875),"1/2.35"" (5.76 x 4.32 mm)",,0,0,0,$199.00 ,$150.00 ,0 questions asked,"Reviewed Nov 27, 2008",,
"Aug 19, 2008
 ",Compact,Olympus FE-370,"1/2.35"" (5.76 x 4.32 mm)",,0,0,0,,,1 question asked,,3,4.06667
"Jul 22, 2009
 ",Compact,Olympus FE-4000 (X-925),"1/2.3"" (6.17 x 4.55 mm)",,1,0,0,,,0 questions asked,,1,3.5
"Jan 7, 2010
 ",Compact,Olympus FE-4030,"1/2.33"" (6.08 x 4.56 mm)",,0,0,0,,,0 questions asked,,1,2
"Jan 7, 2010
 ",Compact,Olympus FE-4040,"1/2.33"" (6.08 x 4.56 mm)",,0,0,0,,,0 questions asked,,,
"Jan 7, 2009
 ",Compact,Olympus FE-45,"1/2.33"" (6.08 x 4.56 mm)",,1,1,0,,,0 questions asked,,1,4.3
"Jan 7, 2010
 ",Compact,Olympus FE-47,"1/2.33"" (6.08 x 4.56 mm)",,1,1,0,,,0 questions asked,,1,2.9
"Jan 7, 2009
 ",Ultracompact,Olympus FE-5000,"1/2.33"" (6.08 x 4.56 mm)",,1,0,0,,,0 questions asked,,,
"Jan 7, 2009
 ",,Olympus FE-5010,,,0,1,0,,,0 questions asked,,,
"Jul 22, 2009
 ",Compact,Olympus FE-5020 (X-935),"1/2.3"" (6.17 x 4.55 mm)",,0,1,0,,,0 questions asked,,1,3.8
"Jul 22, 2009
 ",Compact,Olympus FE-5030,"1/2.3"" (6.17 x 4.55 mm)",,1,0,1,,,0 questions asked,,,
"Aug 18, 2010
 ",,Olympus FE-5035,,,0,0,0,,,0 questions asked,,,
"Aug 18, 2010
 ",,Olympus FE-5040,,,0,0,0,,,0 questions asked,,,
"Aug 18, 2010
 ",Ultracompact,Olympus FE-5050,"1/2.33"" (6.08 x 4.56 mm)",,0,0,0,,,0 questions asked,,,
"Feb 17, 2005
 ",Compact,Olympus IR-300,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,5,4.04
